,title,movie_text_data
392,The Thief of Bagdad,"Il ladro di Bagdad The Thief of Bagdad Adventure, Family, Fantasy Raoul Walsh Lotta Woods, Douglas Fairbanks Douglas Fairbanks Pictures Douglas Fairbanks, Snitz Edwards, Charles Belcher, Julanne Johnston, Sôjin Kamiyama, Anna May Wong, Brandon Hurst, Tote Du Crow, Noble Johnson A recalcitrant thief vies with a duplicitous Mongol ruler for the hand of a beautiful princess."
394,Wild Oranges,"Arance selvatiche Wild Oranges Drama, Romance King Vidor Joseph Hergesheimer, King Vidor Goldwyn Pictures Corporation Frank Mayo, Virginia Valli, Ford Sterling, Nigel De Brulier, Charles A. Post, James Kirkwood Millie Stope lives with her grandfather on a remote island. Her grandfather fled there for political reasons. But they're not alone. An escaped prisoner, Nicholas, is terrorizing them, and ..."
395,Wine of Youth,"Il vino della giovinezza Wine of Youth Comedy, Drama King Vidor Rachel Crothers, Carey Wilson Metro-Goldwyn Pictures Corporation Eleanor Boardman, James Morrison, Johnnie Walker, Niles Welch, Creighton Hale, Ben Lyon, William Haines, William Collier Jr., Pauline Garon, Eulalie Jensen, E.J. Ratcliffe, Gertrude Claire, Robert Agnew, Lucille Hutton, Virginia Lee Corbin Unlike earlier generations of Marys who used every trickery to secure husbands, Mary the Third questions the validity of marriage in her search for adventure. Unable to decide between quiet..."
396,Yolanda,"Yolanda Yolanda Romance Robert G. Vignola Charles Major, Luther Reed Cosmopolitan Productions Marion Davies, Lyn Harding, Holbrook Blinn, Macklyn Arbuckle, Johnny Dooley, Arthur Donaldson, Ralph Graves, Ian Maclaren, Gustav von Seyffertitz, Theresa Maxwell Conover, Martin Faust, Thomas Findley, Paul McAllister, Leon Errol, Mary Kennedy Princess Mary of Burgundy, traveling in disguise using the name of Yolanda, attends a silk fair and falls in love with Maximilian, who has disguised himself as a knight. Later Maximilian is..."
398,The Big Parade,"La grande parata The Big Parade Drama, Romance, War King Vidor, George W. Hill Laurence Stallings, Harry Behn Metro-Goldwyn-Mayer (MGM) John Gilbert, Renée Adorée, Hobart Bosworth, Claire McDowell, Claire Adams, Robert Ober, Tom O'Brien, Karl Dane, Rosita Marstini A young American soldier witnesses the horrors of the Great War."
399,Body and Soul,"Body and Soul Body and Soul Drama Oscar Micheaux Oscar Micheaux, Oscar Micheaux Micheaux Film Paul Robeson, Marshall Rogers, Lawrence Chenault, Chester A. Alexander, Walter Cornick, Lillian Johnson, Madame Robinson A minister is malevolent and sinister behind his righteous facade. He consorts with, and later extorts from, the owner of a gambling house, and betrays an honest girl, eventually driving ..."
400,Braveheart,"Braveheart Braveheart Western Alan Hale Elmer Harris, Mary O'Hara Cinema Corporation of America Rod La Rocque, Lillian Rich, Robert Edeson, Arthur Housman, Frank Hagney, Jean Acker, Tyrone Power Sr., Sally Rand, Henry Victor, Nipo T. Strongheart Chief Standing Rock's tribe has a treaty protecting their fishing grounds, but a canning corporation is violating the treaty through intimidation and force. The tribe is divided as to how ..."
402,The Circle,"The Circle The Circle Drama Frank Borzage Kenneth B. Clarke, W. Somerset Maugham Metro-Goldwyn-Mayer (MGM) Eleanor Boardman, Malcolm McGregor, Alec B. Francis, Eugenie Besserer, George Fawcett, Creighton Hale, Otto Hoffman, Eulalie Jensen, Buddy Smith, Joan Crawford, Frank Braidwood, Derek Glynne Elizabeth Cheney has a wealthy husband, social prominence and everything she could want in life . . . except Ted Lutton, the man she loves. Now, she must decide whether to give up ..."
403,Clash of the Wolves,"Clash of the Wolves Clash of the Wolves Adventure, Romance, Western Noel M. Smith Charles Logue Warner Bros. Rin Tin Tin, Nanette, Charles Farrell, June Marlowe, Heinie Conklin, Will Walling, Pat Hartigan A fire in the mountains drive a wolf pack into a nearby desert where they will terrorize the local residents."
404,Cobra,"Cobra Cobra Drama, Romance Joseph Henabery Martin Brown, Anthony Coldeway Ritz-Carlton Pictures Rudolph Valentino, Nita Naldi, Casson Ferguson, Gertrude Olmstead, Hector V. Sarno, Claire de Lorez, Eileen Percy, Lillian Langdon, Henry A. Barrows, Rosa Rosanova A penniless, skirt-chasing Italian nobleman finds love and scandal when he travels to New York City."
405,Don Q Son of Zorro,"Don Q Son of Zorro Don Q Son of Zorro Adventure, Romance Donald Crisp Kate Prichard, Hesketh Prichard Elton Corporation Mary Astor, Jack McDonald, Donald Crisp, Stella De Lanti, Warner Oland, Jean Hersholt, Albert MacQuarrie, Lottie Pickford, Charles Stevens, Tote Du Crow, Martha Franklin, Juliette Belanger, Roy Coulson, Enrique Acosta, Douglas Fairbanks Don Cesar, son of Zorro, is framed for murder while visiting Spain, and becomes the whip-wielding outlaw Don Q."
407,The Eagle,"Aquila nera The Eagle Action, Comedy, Drama Clarence Brown Alexander Pushkin, George Marion Jr. Art Finance Corporation Rudolph Valentino, Vilma Bánky, Louise Dresser, Albert Conti, James A. Marcus, George Nichols, Carrie Clark Ward A wanted Russian lieutenant becomes a masked vigilante seeking vengeance upon the man who stole his family's land, only to fall for his charming daughter."
410,The Freshman,"Viva lo sport The Freshman Comedy, Family, Romance Fred C. Newmeyer, Sam Taylor Sam Taylor, Ted Wilde The Harold Lloyd Corporation Harold Lloyd, Jobyna Ralston, Brooks Benedict, James H. Anderson, Hazel Keener, Joseph Harrington, Pat Harmon A nerdy college student will do anything to become popular on campus."
414,Go West,"Io e la vacca Go West Comedy, Western Buster Keaton Buster Keaton, Lex Neal Buster Keaton Productions Howard Truesdale, Kathleen Myers, Ray Thompson, Brown Eyes, Buster Keaton With little luck at keeping a job in the city a New Yorker tries work in the country and eventually finds his way leading a herd of cattle to the West Coast."
415,The Gold Rush,"La febbre dell'oro The Gold Rush Adventure, Comedy, Drama Charles Chaplin Charles Chaplin Charles Chaplin Productions Charles Chaplin, Mack Swain, Tom Murray, Henry Bergman, Malcolm Waite, Georgia Hale A prospector goes to the Klondike in search of gold and finds it and more."
416,The Goose Woman,"The Goose Woman The Goose Woman Drama Clarence Brown Rex Beach, Dwinelle Benthall Universal Pictures Jack Pickford, Louise Dresser, Constance Bennett, Marc McDermott, Spottiswoode Aitken, James O. Barrows, George Nichols, Gustav von Seyffertitz, George Cooper, Kate Price A famous opera singer lost her voice when her son was born, and has drowned her sorrows in drink. When a murder is committed near her house, she invents a story in order to get herself back..."
417,Greed,"Rapacità Greed Drama, Thriller, Western Erich von Stroheim June Mathis, Erich von Stroheim Metro-Goldwyn Pictures Corporation Zasu Pitts, Gibson Gowland, Jean Hersholt, Dale Fuller, Tempe Pigott, Sylvia Ashton, Chester Conklin, Joan Standing The sudden fortune won from a lottery fans such destructive greed that it ruins the lives of the three people involved."
419,Her Sister from Paris,"Her Sister from Paris Her Sister from Paris Comedy Sidney Franklin Ludwig Fulda, Hanns Kräly Joseph M. Schenck Productions Constance Talmadge, Ronald Colman, George K. Arthur, Gertrude Claire A housewife poses as her sister, a notorious dancer, in order to fool her husband and teach him a lesson."
421,Lady Windermere's Fan,"Il ventaglio di Lady Windermere Lady Windermere's Fan Comedy Ernst Lubitsch Oscar Wilde, Julien Josephson Warner Bros. Ronald Colman, May McAvoy, Bert Lytell, Irene Rich, Edward Martindel, Carrie Daumery A society woman believes her husband is having an affair, a misconception which may have dire personal consequences for all involved."
422,Lady of the Night,"Lady of the Night Lady of the Night Drama, Romance Monta Bell Adela Rogers St. Johns, Alice D.G. Miller Metro-Goldwyn Pictures Corporation Norma Shearer, Malcolm McGregor, Dale Fuller, George K. Arthur, Fred Esmelton, Lew Harvey, Gwen Lee, Betty Morrissey A world-weary prostitute yearns after respectability and the love of an inventor."
423,The Lady,"The Lady The Lady Drama Frank Borzage Martin Brown, Frances Marion Norma Talmadge Film Corporation Norma Talmadge, Wallace MacDonald, Brandon Hurst, Alfred J. Goulding, Doris Lloyd, Johnny Fox, Paulette Duval, Emily Fitzroy, Margaret Seddon, Miles McCarthy, Marc McDermott, George Hackathorne, Walter Long A young woman marries the wastrel son of a British aristocrat. Her husband, who has been disinherited by his father, loses what little money he has left gambling in casinos and then dies, ..."
424,Lazybones,"Lazybones Lazybones Action, Comedy, Drama Frank Borzage Owen Davis, Frances Marion Fox Film Corporation Madge Bellamy, Buck Jones, Zasu Pitts, Leslie Fenton, Jane Novak, Virginia Marshall, Edythe Chapman, Emily Fitzroy, William Bailey Steve Tuttle, the titular lazybones, takes on the responsibility of raising a fatherless girl, causing a scandal in his small town. Many years later, having returned from World War I, he ..."
425,Lights of Old Broadway,"Lights of Old Broadway Lights of Old Broadway Drama, Romance Monta Bell Laurence Eyre, Joseph Farnham Cosmopolitan Productions Marion Davies, Conrad Nagel, Frank Currier, George K. Arthur, Charles McHugh, Eleanor Lawson, Julia Swayne Gordon, Matthew Betz, Wilbur Higby, Bodil Rosing, George Bunny, George Harris, Bernard Berger, J. Frank Glendon, Buck Black Lights of Old Broadway (1925) is a drama film directed by Monta Bell, produced by William Randolph Hearst's Cosmopolitan Productions, and released by Metro-Goldwyn-Mayer. The film stars ..."
426,Little Annie Rooney,"Little Annie Rooney Little Annie Rooney Drama, Comedy William Beaudine Mary Pickford, Hope Loring Mary Pickford Company Mary Pickford, William Haines, Walter James, Gordon Griffith, Carlo Schipa, Spec O'Donnell, Hugh Fay, Vola Vale, Joe Butterworth, Oscar Rudolph The tenements are home to an international community, including the friends and family of a tough young ragamuffin named Annie Rooney, but their neighborhood may be threatened by a dangerous street gang."
427,The Little Colonel,"Il piccolo colonnello The Little Colonel Comedy, Family, Musical David Butler William M. Conselman, William M. Conselman Fox Film Corporation Shirley Temple, Lionel Barrymore, Evelyn Venable, John Lodge, Bill Robinson, Sidney Blackmer, Stephen Chase, William Burgess, Frank Darien, Robert Warwick, Hattie McDaniel, Geneva Williams, Avonne Jackson, Nyanza Potts After Southern belle Elizabeth Lloyd runs off to marry Yankee Jack Sherman, her father, a former Confederate colonel during the Civil War, vows to never speak to her again. Several years ..."
428,The Lost World,"Un mondo perduto The Lost World Adventure, Fantasy, Thriller Harry O. Hoyt Arthur Conan Doyle, Marion Fairfax First National Pictures Bessie Love, Lewis Stone, Wallace Beery, Lloyd Hughes, Alma Bennett, Arthur Hoyt, Margaret McWade, Bull Montana, Frank Finch Smiles, Jules Cowles, George Bunny, Charles Wellesley, Jocko the Monkey, Arthur Conan Doyle The first film adaptation of Sir Arthur Conan Doyle's classic novel about a land where prehistoric creatures still roam."
429,The Merry Widow,"La vedova allegra The Merry Widow Drama, Romance Erich von Stroheim Erich von Stroheim, Benjamin Glazer An Erich von Stroheim Production Mae Murray, John Gilbert, Roy D'Arcy, Josephine Crowell, George Fawcett, Tully Marshall, Edward Connelly A prince must woo the now wealthy dancer he once abandoned in order to keep her money in the country in order to keep it from crashing economically."
430,The Monster,"The Monster The Monster Comedy, Horror, Mystery Roland West Roland West, Crane Wilbur Metro-Goldwyn Pictures Corporation Lon Chaney, Gertrude Olmstead, Hallam Cooley, Johnny Arthur, Charles Sellon, Walter James, Knute Erickson, Frank Austin, Edward McWade, Ethel Wales A meek clerk who doubles as an amateur detective investigates some very strange goings-on at a remote mental sanitarium."
431,The Mystic,"The Mystic The Mystic Drama Tod Browning Tod Browning, Waldemar Young Metro-Goldwyn-Mayer (MGM) Aileen Pringle, Conway Tearle, Mitchell Lewis, Robert Ober, Stanton Heck, David Torrence, Gladys Hulette, DeWitt Jennings An American criminal imports a gang of Hungarian gypsies to gain control over a fortune. The victim, Doris Merrick, is persuaded by fake medium Zara to hand over her jewels to Nash."
433,Parisian Love,"Parisian Love Parisian Love Crime, Drama, Romance Louis J. Gasnier F. Oakley Crawford, Lois Hutchinson B.P. Schulberg Productions Clara Bow, Donald Keith, Lillian Leighton, J. Gordon Russell, Hazel Keener, Lou Tellegen, Jean De Briac, Otto Matieson, Alyce Mills Street people Armand and Marie are madly in love, and she persuades Armand and other gang members to rob the home of Pierre Marcel, a wealthy scientist. The police break up the robbery but ..."
434,Paths to Paradise,"Paths to Paradise Paths to Paradise Comedy, Crime, Romance Clarence G. Badger Paul Armstrong, Keene Thompson Paramount Pictures Betty Compson, Raymond Griffith, Tom Santschi, Bert Woodruff, Fred Kelsey, Clem Beauchamp A con-woman has a nice business going in fleecing gullible tourists who want a genuine 'underworld' experience -- but the tables are turned when one of her victims turns out to be less ..."
435,The Phantom of the Opera,"Il fantasma dell'opera The Phantom of the Opera Horror Rupert Julian, Lon Chaney Gaston Leroux Universal Pictures Lon Chaney, Mary Philbin, Norman Kerry, Arthur Edmund Carewe, Gibson Gowland, John St. Polis, Snitz Edwards, Mary Fabian, Virginia Pearson A mad, disfigured composer seeks love with a lovely young opera singer."
436,The Plastic Age,"The Plastic Age The Plastic Age Comedy, Romance, Sport Wesley Ruggles Frederica Sagor Maas, Percy Marks B.P. Schulberg Productions Donald Keith, Mary Alden, Henry B. Walthall, Gilbert Roland, Clara Bow, David Butler Hugh Carver is an athletic star and a freshman at Prescott College. He falls in love with Cynthia Day, a popular girl who loves to go to parties. He finds that it is impossible to please ..."
440,Pretty Ladies,"Pretty Ladies Pretty Ladies Comedy, Drama Monta Bell Adela Rogers St. Johns, Alice D.G. Miller Metro-Goldwyn Pictures Corporation Zasu Pitts, Tom Moore, Ann Pennington, Lilyan Tashman, Bernard Randall, Helena D'Algy, Conrad Nagel, Norma Shearer, George K. Arthur, Joan Crawford, Paul Ellis, Roy D'Arcy, Gwen Lee, Dorothy Seastrom, Lew Harvey Maggie, a headlining comedienne with the Follies, takes a fall off the stage into the orchestra pit and lands on the drum of musician Al Cassidy. One thing leads to another, they fall in ..."
441,The Rag Man,"The Rag Man The Rag Man Drama, Comedy Edward F. Cline Willard Mack, Robert E. Hopkins Metro-Goldwyn Pictures Corporation Jackie Coogan, Lydia Yeamans Titus, Ethel Wales, Robert Edeson, William Conklin, Max Davidson, Dynamite the Horse Tim Kelly is an orphan who runs away after his orphanage burns down. Presumed to be killed in the fire, he is able to roam the streets of New York freely. He meets Max Ginsberg, an old ..."
